site,attraction_location,total_reviews,date_dataAccess,page_nbr,title,full_review,date,userName,device,userLocation
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",41,Unique!,"Just amazing! It is a unique feeling to visit these churches in Lalibela, in special St George, it is a must!","August 1, 2015",jair b,NA,"Niteroi, RJ"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",41,It's what you come here for,"And you won't be disappointed. Worth every penny you'll pay for entrance fees ($50 USD) and a guide ($75+ per day). Take some time to find a good one, as that makes a huge difference. I recommend Memekia (memekia12@yahoo.com). Reasonably priced, good English and knows...More","July 31, 2015",ewebber,NA,"Austin, TX"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",41,Simply magnificent,"Perhaps the best known church of the region, this is a real beauty. You have to walk down a narrow ramp to get into the pit where the door is located. There is a baptismal area that is reeds growing in a water pit. It's...More","July 29, 2015",alibarbaraMilwaukee,NA,"Milwaukee, Wisconsin"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",41,Must visit,"Amazing architecture that is well preserved in these churches, and they are still being used as churches today. We simply could not visit Ethiopia without seeing these structures created so long ago as a testament to the people and their convictions. What surprised me is...More","July 29, 2015",alibarbaraMilwaukee,NA,"Milwaukee, Wisconsin"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",41,Do not miss,Do not miss this church. By far the most impressive church. The others are great but this is spectacular. Uncovered and so detailed,"July 25, 2015",Rob W,via mobile ,"Oxford, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",42,the highlight of any visit to Ethiopia,"These churches, carved straight down into volcanic rock roughly 800 years ago, are breathtaking. The fact that they are still in use makes them all the more atmospheric. I highly recommend getting a knowledgeable guide to show you the churches. These churches merit a full...More","July 25, 2015",Rich W,NA,"Arlington, Virginia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",42,Special place,This is a special place as it is ancient but still used as it was meant to be used. We first visited the churches with a guide and then went there on our own. I recommend this! When you have time just to sit and...More,"July 23, 2015",Lena L,NA,"Stockholm, Sweden"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",42,The most famous of them all,This church is probably the most known of all the rock hewn churches of Lalibela. The entrance is via a long path chiselled out of the rock until you arrive at the courtyard and church entrance. The church itself is a masterpiece and shaped in...More,"July 23, 2015",AntarcticBound,NA,Brisbane
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",42,Fantastic Churches,"Other than the fact that these 12 churches hewn out of rock are architectural masterpieces, that all are still used today is amazing. Each has a priest in attendance when we visited. I was in Lalibela in 1971 and although the town has exploded, the...More","July 23, 2015",AntarcticBound,NA,Brisbane
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",42,Centuries-old churches --Amazing architecture,We went to LaLibela in November 2012 to see the churches carved below ground in the rock. It is hard to imagine what we saw. Large structures with doorways and rooms had been carved into the rocks centuries ago. Looking across the landscape one can...More,"July 22, 2015",Barbara R,NA,"Minneapolis, Minnesota"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",42,Churches,"Lalibela is best known as the king who ordered the construction of 11 monolithic stone churches found in the town today. Lalibela's goal was to create a new Ethiopian Jerusalem, and he recreated many biblical scenes, such as the stable, out of carved rock. The...More","July 20, 2015",Finot Tour Ethi... E,NA,"Addis Ababa, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",42,Truly amazing,One of the most amazing and beautiful places I have ever been. These churches are unreal. I am so glad we decided to book a flight from Addis and spend a day and a night here. You will not be disappointed.,"July 19, 2015",LisaMarieRo,NA,"New York City, New York"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",42,Amazing World Heritage Site,"These churches were such an awe inspiring site to see during your lifetime. Definitely the highlight/must do of any trip to Ethiopia!
Warning - although it is beautiful and well worth it.... be prepared to be a complete tourist target and always asked for more...More","July 19, 2015",M_Traveller80,NA,"Doha, Qatar"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",42,"A ""Must-Do"" in Your Lifetime",Simply stunning and amazing feat! Well worth the trek and the entrance fee (that is pretty steep) to get to this beauty. But make sure not to just stop here but also see the other surrounding churches as they are also in their own amazing...More,"July 19, 2015",M_Traveller80,NA,"Doha, Qatar"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",42,See them all!,"There are 12 churches which is called the Churches of Lalibela. They are divided into three groups and they are all near each other, some even are connected with underground tunnel. Each church has its themes. You need to remove your shoes when entering these...More","July 17, 2015",Geminican,NA,San Jose
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",43,This is the reason why you visit Lalibella!,You can't really say you have been to Lalibela unless you have visited this amazing church. It's the landmark and symbol of Lalibela. The entire church was carved out with one single rock. It takes 23 years. You must take off your shoes when entering...More,"July 17, 2015",Geminican,NA,San Jose
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",43,Visit lalibela,It is excellent and it amazing and the people are helpful and nice and the know a lot of stuff about the church it's amazing and I really enjoyed it. I strongly recommend others to visit lalibela,"July 17, 2015",Asn Y,NA,"Axum, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",43,Churches,"Walking through the village you will see the mountainous landscape of the region of Lasta, where the peasants labour to cultivate their patches of stony fields with the traditional hook-plough. Strolling across a gently undulating meadow, you will suddenly discover in a pit below you...More","July 17, 2015",Finot Tour Ethi... E,NA,"Addis Ababa, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",43,Amazing Experience,I will never forget this visit. It is amazing how they were able to construct these beautiful churches from single rocks!,"July 16, 2015",Yared W,NA,"Shakopee, Minnesota, United States"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",43,Awe-inspiring.,The churches at Lalibela cannot fail to amaze - carved out of solid rock and seeming to appear out of nowhere. The pathways and tunnels that connect the churches are an experience in themselves. Please remember that Lalibela is not a tourist destination but a...More,"July 7, 2015",SLJ62,NA,"Basingstoke, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",43,Must see,"The churches are amazing. It is important to get a good guide when going through them so you can appreciate all the symbolism, architecture and science that the King Lalibela and his workers put into these buildings.","July 5, 2015",Tracy B,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",43,Best of the rock churches,"St. George is the most beautiful, in my opinion, of the rock churches. We were fortunate enough to be blessed by the priest that day. The guide we had was baptized and grew up in St. George church so he was able to provide us...More","July 5, 2015",Tracy B,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",43,Incredible monolith in the middle of nowhere,Certainly a world wonder construction. The Lalibela church is impressive for its size and concept - carve down into rock instead of building up above ground. Quite bare inside there is an interesting Star of David with an Ethiopian Orthodox cross inside it - imagery...More,"July 1, 2015",Experienced55,NA,Istanbul
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",43,Hewn Churches and Helping Hands,"Spent a day with a guide walking and exploring the churches of Lalibela. What an amazing experience. I also had a 'boot' man who was there to help take off, put on and carry my boots at each church - I thought it very 'colonial'...More","June 30, 2015",jss359,NA,"Perth, Australia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",43,No words! Just go see the 11 churches for yourself.,"Simply amazing. We stayed at Lalibela Hotel (pic below free wifi, very clean) and our guide Melkamu Afrasha (see card below) did a great job! We were there on market day and I am so glad we took up the offer to go to the...More","June 22, 2015",ATravelProf,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",44,No words will explain such old amazing architect,each of this churches rockhewn and designed amazingly and each different are breathtaking to see.the way some of this churches connected by tunnel to each other is very amazing!I especially love Bete Amanuel and Bete Giorgis. I think this is a must see place once...More,"June 21, 2015",Amanuel N,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",44,Amazing historical landmarks,"Very impressed with the monolithic churches. It's incredible to think they were literally carved from stone. We had a good guide who had excellent English. Felt a little cheated as he pushed off the tour till the afternoon, assuring us we'd have time to see...More","June 21, 2015",Sinead F,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",44,Amazing!,"Definately a must-must go! Of course, the quality of your visit will also depend on the quality of your guide, but anyway, it´s the kind of place that amazes everyone.
Bring charged batteries (or new ones) and a bottle of water.","June 18, 2015",Karin K,NA,"Curitiba, PR"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",44,Ancient Christian Footsteps,"The visit opens ones eyes to the old Christianity unlike the Roman Catholics who still value basic tenets of religious respect ...bowing and never ever entering with shoes on .
Seeing people sitting with small Bible in Geese in corners is a wonderful experience ....More","June 12, 2015",pilgrim_gsa,NA,"New Delhi, India"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",44,Going Back in Time Capsule,"The moment you draw your eyes on this church with its unmistakable cross atop you are mesmerized .And when you start walking in ..it just sucks you in ..takes you back few centuries .
Not since my trip to Tibet this feeling of being just...More","June 12, 2015",pilgrim_gsa,NA,"New Delhi, India"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",44,Best ever!!!,"My famous church round lalibela, St. George is really fantastic and I would love to see it one day again with my families.","June 8, 2015",joseph h,NA,"Community of Madrid, Spain"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",44,Why are you even reading this?,There is pretty much no other reason to come to Lalibela - so your obviously going to be looking at the churches regardless.,"June 7, 2015",Sam M,NA,"Melbourne, Australia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",44,Unbelievable visit,"In some ways this was more impressive than the pyramids. The churches have incredible detail carved into them that is unbelievable they were carved from the roof down, all in one piece. The only reason it doesn't get 5/5 stars is because the local church...More","June 4, 2015",heels2014,NA,"Lilongwe, Malawi"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",44,All the churches of Lalibela,All of the churches show the design and intricate planning that went into the creation of these buildings. It is amazing that they were created in solid rock with simple hand tools. The architects certainly knew what they were doing. there is progression in the...More,"May 27, 2015",D0015,NA,"Preston, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",44,Rock Church of Lalibela,The age and skilled architecture plus the tradition. You need to be able to climb up and down to get there. Would not be possible for disabled people,"May 27, 2015",D0015,NA,"Preston, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",45,simply amazing,"amazing place, the amount of effort and detail that has went into this is a amazing. its well worth visiting the iconic church. but its best to get a good guide because if you dont you wont understand everything and why things were built and...More","May 26, 2015",d_taddei,NA,"Hawick, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",45,you need a good guide to fully understand everything,Had an excellent time in the Lalibella with ETT tour company. Meeting the tribes was very interesting just make sure you have a good tour company to experience it better. I can highly recommend ETT tour company. I am sure anyone that has used them...More,"May 26, 2015",d_taddei,NA,"Hawick, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",45,A fascinating insight into Ethiopian Orthodox Christianity,"The rock churches are the only reason to go to Lalibela and they are fascinating. We visited the week before the Ethiopian Easter and services were in full swing. You may not understand the services, but the devotion of the people is intense and some...More","May 25, 2015",TravelbugVietnam,NA,Vietnam
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",45,Visiting Lalibela,"My wife and I spent 3 wonderful days in Lalibela. We met a guide on arrival at the airport who took us to our hotel and later took us through the churches. All very good value.
Beware of school children trying to con you asking...More","May 20, 2015",Andrew T,NA,"Cape Town, South Africa"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",45,won over this naysayer,"To be honest, I am not someone that makes a point to visit religious places or to look at religious art BUT I have to admit I was wrong about Lalibela and this church in particular. Pictures can not do this structure justice for the...More","May 11, 2015",davis625,NA,"New Orleans, Louisiana"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",45,Excellent,"Unique experience in this amazing rock hewn church. Must see. Do not need to get a guide
Walking distance from the hotel area of town","May 9, 2015",GUG87,NA,"Brussels, Belgium"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",45,Trully amazing!,"Very beautiful! Both the churches and the surrounding villages!
The ticket is somehow expensive, I sincerelly hope this money will go to help the local people!","May 8, 2015",HAN_YO01,NA,Belgium
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",45,Wonderful,"There are two lots of churches, located quite closely to each other. Be prepared to walk over smooth well worn rocks, which can be quite slippery in parts and down steep slopes and over large rocky steps. The wonderful thing about these rock hewn churches...More","April 27, 2015",JPSK_13,NA,"Singapore, Singapore"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",45,slow down and really spend time with the site,too many visitors see all the churches in a single day. I would recommend spending time at the churches and absorbing the details of construction and their aura. Each is fascinating in it's own way. A guide that doesn't rush you or a detailed guidebook...More,"April 27, 2015",ggold113,NA,"Santa Fe, New Mexico"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",45,Must see stop in Ethiopia,"The incredible feat of construction required to build these churches is astounding. These are still working churches, not museum relics. I would recommend a leisurely visit so you can absorb the atmosphere and surroundings and magnitude of effort put in the building of the structures.","April 27, 2015",ggold113,NA,"Santa Fe, New Mexico"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",46,Amazing !,"The rock-hewn Lalibela churches are a sight to behold. Get ready to do a lot of `rocky' walking, climbing, descending, bending etc. Dress a bit conservatively, Shoes to be removed and heads to be preferably covered when entering the holy places. Carry lots of water....More","April 27, 2015",rf_mms,NA,"Bengaluru, India"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",46,"The 8th wonder ,you must visit the second Jerusalem","Lalibela a medieval settlement in the Lasta area of Wallo, lies at the centre of an extensive complex of rock churches. Some can be reached by one or two hours' drive, others are a full day's journey. Lalibela has 11 remarkable rock-hewn monolithic churches, believed...More","April 25, 2015",AberaW,NA,"Washington DC, District of Columbia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",46,Over rated,"I’m not sure about the price per se, because we were on a NatGeo tour, but I found these churches -- although interesting -- so very over rated. Yes, they were hewn from rock, but that is all you see. And there are other spectacular...More","April 25, 2015",wandaMPa,NA,PA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",46,Fantastic,Can hardly imagine how people accomplished that hundreds years ago~~ It's really heartbreak. We felt ourself so tiny when standing in front of it~~,"April 24, 2015",Jissenny,NA,"Shanghai, China"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",46,Must Visit these amazing rock-hewn Churches,"Do not come to Ethiopia without seeing Lalileba. Similar to Petra in Jordan, these churches are hewn out of rock from above to below. Check with your guide the best time to go, and which order to see the Churches, as sometimes there are many...More","April 21, 2015",Patricia T,NA,"Cairo, Egypt"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",46,Like you have never seen,"I have been to Petra, but this is something very different. Moreover, the priests are exceptionally friendly, the more so when discovering my travel companion had once met the Emperor!","April 19, 2015",Greg M,NA,"Johannesburg, South Africa"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",46,Still amazing after many visits....,I visited Lalibela for the fifth time...but for the first time during Eastern (Fasika). There are more tourists than usual but it still reasonable and not overcrowded. The Eastern period is in my opinion interesting as there is more religious activity in and around the...More,"April 19, 2015",Johan V,NA,"Antwerp, Belgium"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",46,Fantastic Church,"This church is separated from the other two church clusters. It is an awesome sight. You approach from the top, and the church is carved in stone from the bottom, so what you see is the top of the church which has been carved all...More","April 17, 2015",RodMcLeod,NA,"San Francisco, California"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",46,Outstanding Must-See Churches,"There are 11 of these churches carved out of rock. They are amazing to see in person, and difficult to describe in words. In some respects, they are more impressive than the carve buildings in Petra. What is unique is that these churches built in...More","April 16, 2015",RodMcLeod,NA,"San Francisco, California"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",46,very impressive,"this is a unique cross shaped carved rock in the world, it is only one of its kind, you can miss it on your visit to Ethiopia.","April 15, 2015",Rodolfo_Sepulveda,NA,"Monterrey, Mexico"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",47,One of it kind in the world,"Amazing churches carved in rock by commands of King Lalibela 800 years ago, many of them with different shapes and sized, actually few of them still having original paints. Glad to see than UNESCO and European Union are giving founds to protect them.","April 15, 2015",Rodolfo_Sepulveda,NA,"Monterrey, Mexico"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",47,Unique church in Lalibela,"Amaizing experience of one piece stone sculptured church. A cross perfect size, inside and outside. Every thing from one piece of stone.","April 14, 2015",Moshe47,NA,Israel
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",47,Great,All the Rock churches are worth seeing. Spend some time here. Sit and absorb the energy . Look carefully at the carvings and paintings.,"April 14, 2015",planetgirl711,NA,Lagunitas california
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",47,Fabulous,"If you are COMING to Ethiopia .. This ranks up there with the must dos.
Great place . Yes the Indians and Chinese are developing roads all over. See it now.
Still affordable places to stay and GREAT LOCAL spots to eat. Since these places...More","April 14, 2015",planetgirl711,NA,Lagunitas california
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",47,Interesting place a lot of history,Visiting incredible place 11 churches inside the rocks. Incredible work. King Lalibela monument for the world.,"April 14, 2015",Moshe47,NA,Israel
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",47,Preservation or destruction?,"So much has been written about this unique archeologycal and religious site that I'll write about the incredibily ugly works built by the intetnational organization which should protect artistic and natural wonders of our planet.
The rock hewn churches of Lalibela needed protection from water...More","April 12, 2015",giovannac547,via mobile ,katmandu
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",47,St.George's Church,"liked everything about it - especially as it is used daily for worship and one cannot imagine the work which went into ""digging each church out of the ground""","April 11, 2015",413evelyn,NA,"Cape Town, South Africa"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",47,amazingly you cannot see them from a short way off,The church roofs are level with the ground -built DOWNWARDS so invading armies could not see them? A truly magnificent set of UNESCO buildings which are used daily as places of worship.,"April 11, 2015",413evelyn,NA,"Cape Town, South Africa"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",47,Incredible that anyone conceived of and executed these churches,Just amazing that someone looked at a bunch of big rocks and said that it looked like a wanna be church....and then built it. Unlike anything we have ever seen.,"April 8, 2015",Laura M,NA,"Landenberg, Pennsylvania"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",47,Get here fast,"A return visit after a year and the airport terminal is being expanded, the Chinese are building a new road, hotels are going up all over the place and villagers are being moved away from the churches.
We recommend Desew Weday as guide - he...More","April 5, 2015",horsebadorties,NA,"London, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",48,African petra,"''so impressive place!''
I visited Lalibela last year in September. I really admired and astonished with that beautiful and impressive rock hewin Churches. I wonder with that monolithic churches built in 12th century when Ethiopians considered as back ward in this late time. If any...More","April 4, 2015",Hiwotie A,NA,"Addis Ababa, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",48,Amazing and impressing,Get a good guide (and a shoe lady) to explain the history. If possible visit also one of the churches when mass going on. For women wear a head scarf.. get blessed for seven generations.,"April 1, 2015",Liseiafrika,NA,Oslo
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",48,Amazing churches of LAlibela,I visited the churches over two days with an experienced guide who was extremely knowledgeable and passionate about his work. I would strongly advise that you make use of a knowledgeable guide as it enriches the experience so much more and they are able to...More,"March 30, 2015",Geo19680126,NA,"Johannesburg, South Africa"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",48,Couldn't help but to compare to Petra!,"I spent a good chunk of time in the Lalibela churches (and in Tigray too) being pleasantly reminded of Petra in Jordan. I couldn't help wondering whether the Nabateans had somehow passed on their Rick-carving techniques 800 years down the line.
Rock cut monuments are...More","March 25, 2015",Carole S,via mobile ,"Oxford, England, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",48,It's the one you see in the books!,"It's totally obvious that if you go to Lalibela, you'll visit St Grorge. It gives you the view and the photos that you always imagined.
So it's a must and deservedly so. But as an experience, I found the south eastern group of churches more...More","March 25, 2015",Carole S,via mobile ,"Oxford, England, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",48,Magical,The only church which stands in its original state. Visit at sunset to see it in the last rays of the sun,"March 24, 2015",Meriyn,NA,"Penarth, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",48,Amazing churches,"The churches are unique and worth visiting at different times of day to see their significance in the lives of the Orthodox Christians. The UNESCO covers are clunky and spoil them in my opinion. The entrance fee is VERY overpriced, the charge has increased ten...More","March 24, 2015",Meriyn,NA,"Penarth, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",48,Unique churches,"We had several wonderful tours of the churches in small groups over two days with a friendly, knowledgeable guide, Tesfaw, arranged for us by Highland Eco Trekking. Very much worth the reasonable price.","March 24, 2015",tstq,NA,"Scarborough, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",48,Just like the pictures,Much better than words or pictures can say. We had an excellent guide - Tesfau. It is probably the best of the churches but all are recommended.,"March 19, 2015",PamCz,NA,"London, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",48,A cross shaped church is just the beginning,Loved this church. Great for pictures. Wonderful to traverse the tunnels to get inside. It looks small from the outside but it is remarkable on the inside. The carving is just unbelievable for any time period but given what it must have taken to do...More,"March 17, 2015",Leelie S,NA,"Addis Ababa, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",49,Amazing,What a wonderful experience. We had a great guide who showed us around in record time. Would definitely go again. Lives up to its name 8th wonder of the world and despite all the preservation efforts that have been put in place by UNESCO are...More,"March 17, 2015",Leelie S,NA,"Addis Ababa, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",49,the strength of man,this is a place where were faith mate strength and knowledge! or like walking in a phantasy of world.,"March 16, 2015",hailu g,NA,"Addis Ababa, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",49,Great Site- Marred By Usual Ethiopian Mismanagement,"One cannot fault how incredible an achievement it was to build these churches and if anyone happens to be in Ethiopia with a couple of days, it is certainly a must-do attraction. That said, like many other attractions in Ethiopia, this site is badly marred...More","March 14, 2015",Will99501,NA,Anchorage
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",49,Do not miss these churches,"LAlibela is all about churches, and knowing their history and meaning is very important, as well as the difference between the Ethiopian Church, the Coptic Church, and the Catholic and Eastern Rite Churches is important. But try to go the church on Sunday morning, and...More","March 9, 2015",Gerald D,NA,"Scottsdale, Arizona"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",49,Fantastic,"YOu cannot miss this church carved out of the igneous rock. A beautiful two story building carved out of the rock, both inside and out, built nearly a millennium ago without any kinds of tools with mechanically advantage or explosives. BEautiful, and Amazing. The walk...More","March 9, 2015",Gerald D,NA,"Scottsdale, Arizona"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",49,The most spectacular of the rock churches,"Bet Giorgis, this is rightly the highlight among a whole series of magnificent rock churches. You have the opportunity to view from all angles both inside and out and each is well worthwhile.","March 4, 2015",PaulJanet,NA,Sevenoaks Uk
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",49,Deservedly a world heritage site,These are truly extraordinary churches hewn out of solid basalt. They are located in two distinct clusters. They absolutely deserve to be UNESCO world heritage sites which they are. Many have fine internal decoration.,"March 4, 2015",PaulJanet,NA,Sevenoaks Uk
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",49,An amazing historical sight,"I totally agree with the guide book, if the churches were in a more developed country they would be as well known as the pyramids or the taj. It was lovely to walk round the churches and seeing that they are still being used for...More","March 3, 2015",charhep,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",49,interesting- within the church cluster,just on the edge of 1 group of churches- but included in tours of the churches. Nothing much inside but interesting to view from above. Again- you need walking boots as a bit tricky in places but ok if you are fit,"March 3, 2015",Kate70,NA,London
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",49,very interesting,One of the few things I found of interest in Ethiopia. Divided into 2 sections and worth doing both- amazing feats of stonework as cut out of stone. Difficult in places to enter and exit and walking boots needed. Go with a guide and then...More,"March 3, 2015",Kate70,NA,London
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",50,Carved Churches of Lalibela,"What can one say about the removal of a huge sandstone cliff to create unique Christian Churches out of solid stone with, inside, craving and paintings hundreds of years old.
And, the ""Tomb of Adam"""" !! Well, maybe !!
We spent hours there -- have...More","March 3, 2015",Fred S,NA,"Spring Grove, Pennsylvania"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",50,Highlight,"Very beautiful Church, perhaps the most spectacular of all churches in Lalibela............................","March 2, 2015",oly111,NA,"Essen, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",50,very impressive but ridiculously expensive,"the churches are one of a kind and a must see if you are in Ethiopia. Ive never seen anything like it BUT
the prices they charge as an entry fee are ridicoulous: 50 dollars per person plus the guide fees are a total rip...More","March 1, 2015",kathrin k,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",50,Be careful if you suffer from vertigo or are unsteady on your pins,"It is set apart from the main complex but usually included in the church tours. All the various rock carved churches are quite mind blowing but this to me has the greatest visual impact of them all. It, essentially, sits in the middle of a...More","February 26, 2015",JohnTodd187167,NA,"Albi, France"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",50,simply amazing,It has been a privilege to visit the churches in Lalibela which are almost 1000 years old. An amazing feet of engineering given that they are carved out of the rock and none of today's tools were available. It is amazing that they are in...More,"February 22, 2015",512richard69,NA,"Mullingar, Ireland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",50,Fantastic!,One of the highlights of my three weeks in Ethiopia! Well worth the effort necessary to climb down and visit the churches.,"February 18, 2015",Nancy31938,NA,"Los Angeles, California"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",50,50 dollars worth,50 dollars to see and go through the 11 rock hewn churches is an ok deal. Got to visit all sites with no guide and it was gratifying.,"February 16, 2015",Roy S,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",50,Breathtaking,Amazing!! Everyone should experience Lalibela and her beautiful churches. This was one of the biggest highlights of my time in Ethiopia!,"February 12, 2015",Debbie D,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",50,Lives up to their fame,"The 11 rock-hewn churches around Lalibela are virtually unique and well deserving of the fame and worldwide reputation. We toured the 11 churches with a guide all in one day, but felt that was too much and we should have taken two days. We were...More","February 11, 2015",Bob_White22,NA,"Calgary, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",50,Cool but not amazing,"The expectations were high, the bus ride from Gonder long, but the churches didn't blow my mind.
We were there during the Ethiopian Christmas celebration, so luckily we could get a cheap return bus ticket all the way from Gonder, without having to change in...More","February 10, 2015",Kristin W,via mobile ,NA
