attraction_location,title,user_location,date_dataAccess,date_raw,year,month,day,lon_user_location,lat_user_location,City,Country
"Lalibela 1000, Ethiopia",Worth your time,"Khamis Mushait, Saudi Arabia","December 22, 2017",2014-08-02,2014,8,2,42.7662325,18.3093394,Khamis Mushait,Saudi Arabia
"Lalibela 1000, Ethiopia",Great historical site but pretty pricey,"Takoma Park, Maryland","December 22, 2017",2014-07-31,2014,7,31,-77.0074765,38.9778882,Takoma Park,United States
"Lalibela 1000, Ethiopia",Trace your DNA and find you roots with koyta Ethiopia tour!,"Amsterdam, The Netherlands","December 22, 2017",2014-07-31,2014,7,31,4.895167900000001,52.3702157,Amsterdam,Netherlands
"Lalibela 1000, Ethiopia",One of the most incredible sights ever,"Khamis Mushait, Saudi Arabia","December 22, 2017",2014-07-30,2014,7,30,42.7662325,18.3093394,Khamis Mushait,Saudi Arabia
"Lalibela 1000, Ethiopia",Crown Jewel of the Lalibela Churches,"Seattle, Washington","December 22, 2017",2014-07-28,2014,7,28,-122.3320708,47.6062095,Seattle,United States
"Lalibela 1000, Ethiopia",A special place,"Dublin, Ireland","December 22, 2017",2014-07-27,2014,7,27,-6.2603097,53.3498053,Dublin,Ireland
"Lalibela 1000, Ethiopia",Wonderful - not to be missed,"Dublin, Ireland","December 22, 2017",2014-07-27,2014,7,27,-6.2603097,53.3498053,Dublin,Ireland
"Lalibela 1000, Ethiopia",The 8th World Wonder,"Dusseldorf, Germany","December 22, 2017",2014-07-27,2014,7,27,6.7734556,51.2277411,Düsseldorf,Germany
"Lalibela 1000, Ethiopia",Ethiopian northern roots of historical attractions with KOYTA ETHIOPIA TOUR.,"Rotterdam, The Netherlands","December 22, 2017",2014-07-20,2014,7,20,4.4777326,51.9244201,Rotterdam,Netherlands
"Lalibela 1000, Ethiopia",Beautiful Churches,usa,"December 22, 2017",2014-07-16,2014,7,16,-95.712891,37.09024,Independence,United States
"Lalibela 1000, Ethiopia",Amazing Church,usa,"December 22, 2017",2014-07-16,2014,7,16,-95.712891,37.09024,Independence,United States
"Lalibela 1000, Ethiopia","Amazing places, but need to be able-bodied","New Haven, Connecticut","December 22, 2017",2014-07-14,2014,7,14,-72.9278835,41.308274,New Haven,United States
"Lalibela 1000, Ethiopia",Incredible,Genève,"December 22, 2017",2014-07-12,2014,7,12,6.1431577,46.2043907,Genève,Switzerland
"Lalibela 1000, Ethiopia",Amazing,"Addis Ababa, Ethiopia","December 22, 2017",2014-07-07,2014,7,7,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Wonderfull churches & trekking,"Addis Ababa, Ethiopia","December 22, 2017",2014-07-05,2014,7,5,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",church of st George,"London, United Kingdom","December 22, 2017",2014-07-04,2014,7,4,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",One part of a profound complex,"New York City, New York","December 22, 2017",2014-07-02,2014,7,2,-74.0059728,40.7127753,New York,United States
"Lalibela 1000, Ethiopia",Truly beautiful,"Nairobi, Kenya","December 22, 2017",2014-07-01,2014,7,1,36.8219462,-1.2920659,Nairobi,Kenya
"Lalibela 1000, Ethiopia",Horrible experience due to the locals,"Khalkis, Greece","December 22, 2017",2014-06-29,2014,6,29,23.6050695,38.4645245,Chalkida,Greece
"Lalibela 1000, Ethiopia",Words can't describe,"New York City, New York","December 22, 2017",2014-06-23,2014,6,23,-74.0059728,40.7127753,New York,United States
"Lalibela 1000, Ethiopia",Lived up to expectations and leave it to last,"Epsom, United Kingdom","December 22, 2017",2014-06-09,2014,6,9,-0.267382,51.336036,Epsom,United Kingdom
"Lalibela 1000, Ethiopia",Breathtaking,"London, United Kingdom","December 22, 2017",2014-06-07,2014,6,7,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Wonders of the world,"Sao Paulo, SP","December 22, 2017",2014-06-03,2014,6,3,-46.63330939999999,-23.5505199,São Paulo,Brazil
"Lalibela 1000, Ethiopia",Wonders of the world,"Sao Paulo, SP","December 22, 2017",2014-06-03,2014,6,3,-46.63330939999999,-23.5505199,São Paulo,Brazil
"Lalibela 1000, Ethiopia",Quite enchanting,"Bellegarde sur Valserine, France","December 22, 2017",2014-05-27,2014,5,27,5.826179,46.10759900000001,Bellegarde-sur-Valserine,France
"Lalibela 1000, Ethiopia",Best church,"Montreal, Canada","December 22, 2017",2014-05-27,2014,5,27,-73.567256,45.5016889,Montréal,Canada
"Lalibela 1000, Ethiopia",Fantastic,"Montreal, Canada","December 22, 2017",2014-05-27,2014,5,27,-73.567256,45.5016889,Montréal,Canada
"Lalibela 1000, Ethiopia","St George, wow","Dire Dawa, Ethiopia","December 22, 2017",2014-05-27,2014,5,27,41.850142,9.6008747,Dire Dawa,Ethiopia
"Lalibela 1000, Ethiopia",Lalibela,"Dire Dawa, Ethiopia","December 22, 2017",2014-05-27,2014,5,27,41.850142,9.6008747,Dire Dawa,Ethiopia
"Lalibela 1000, Ethiopia",A breathtaking magic place,"Bratislava, Slovakia","December 22, 2017",2014-05-15,2014,5,15,17.1077478,48.1485965,Bratislava,Slovakia
"Lalibela 1000, Ethiopia",History galore,"Perth, Australia","December 22, 2017",2014-05-15,2014,5,15,115.8604572,-31.9505269,Perth,Australia
"Lalibela 1000, Ethiopia",The best one to see,"Perth, Australia","December 22, 2017",2014-05-15,2014,5,15,115.8604572,-31.9505269,Perth,Australia
"Lalibela 1000, Ethiopia",Very special place,"Toronto, Canada","December 22, 2017",2014-05-06,2014,5,6,-79.3831843,43.653226,Toronto,Canada
"Lalibela 1000, Ethiopia",Magical,"Toronto, Canada","December 22, 2017",2014-05-06,2014,5,6,-79.3831843,43.653226,Toronto,Canada
"Lalibela 1000, Ethiopia","incredible, make sure you visit in the morning and evening as different light changes everything",london,"December 22, 2017",2014-05-05,2014,5,5,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",totally incredible,Sydney,"December 22, 2017",2014-05-03,2014,5,3,151.2092955,-33.8688197,Sydney,Australia
"Lalibela 1000, Ethiopia",As amazing as the photos suggest.,NW England,"December 22, 2017",2014-04-30,2014,4,30,-77.0407226,38.903451,Washington,United States
"Lalibela 1000, Ethiopia",Try and visit when a service is in progress,NW England,"December 22, 2017",2014-04-30,2014,4,30,-77.0407226,38.903451,Washington,United States
"Lalibela 1000, Ethiopia",A Highlight,"Christchurch, New Zealand","December 22, 2017",2014-04-27,2014,4,27,172.6362254,-43.5320544,Christchurch,New Zealand
"Lalibela 1000, Ethiopia",magical,Cape Town,"December 22, 2017",2014-04-24,2014,4,24,18.4240553,-33.9248685,Cape Town,South Africa
"Lalibela 1000, Ethiopia",Amazing experience,"Tulsa, Oklahoma","December 22, 2017",2014-04-16,2014,4,16,-95.99277500000001,36.1539816,Tulsa,United States
"Lalibela 1000, Ethiopia",Notes and tips on seeing the Eighth Wonder(s) of the World.,Minnesota,"December 22, 2017",2014-04-16,2014,4,16,-94.6858998,46.729553,Backus,United States
"Lalibela 1000, Ethiopia",The brightest diamond in the mine.,Minnesota,"December 22, 2017",2014-04-16,2014,4,16,-94.6858998,46.729553,Backus,United States
"Lalibela 1000, Ethiopia",Amazing churches and trek,"Washington DC, District of Columbia","December 22, 2017",2014-04-11,2014,4,11,-77.0368707,38.9071923,Washington,United States
"Lalibela 1000, Ethiopia",Beautiful many rocky charchs !,"Tokyo, Japan","December 22, 2017",2014-04-10,2014,4,10,139.6917064,35.6894875,Shinjuku-ku,Japan
"Lalibela 1000, Ethiopia",Tour guide recommendation,"Santiago, Chile","December 22, 2017",2014-04-10,2014,4,10,-70.6692655,-33.4488897,Santiago,Chile
"Lalibela 1000, Ethiopia",Great history in a great country,"Orlando, Florida","December 22, 2017",2014-04-09,2014,4,9,-81.3792365,28.5383355,Orlando,United States
"Lalibela 1000, Ethiopia",Incredible!,"Toronto, Canada","December 22, 2017",2014-04-09,2014,4,9,-79.3831843,43.653226,Toronto,Canada
"Lalibela 1000, Ethiopia",The best of the Lalibella churches,"Lagos, Nigeria","December 22, 2017",2014-04-08,2014,4,8,3.3792057,6.5243793,Lagos,Nigeria
"Lalibela 1000, Ethiopia",Should be a world heritgae site,Istanbul,"December 22, 2017",2014-04-06,2014,4,6,28.9783589,41.0082376,NA,Turkey
"Lalibela 1000, Ethiopia","""Simply Amazing! Lots of Walking""",USA,"December 22, 2017",2014-04-04,2014,4,4,-95.712891,37.09024,Independence,United States
"Lalibela 1000, Ethiopia",Got to be seen to be believed,London,"December 22, 2017",2014-04-01,2014,4,1,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",This is why you came here!,CT,"December 22, 2017",2014-04-01,2014,4,1,-73.087749,41.6032207,Watertown,United States
"Lalibela 1000, Ethiopia",Wonder of the World,Olympia,"December 22, 2017",2014-03-30,2014,3,30,-122.9006951,47.0378741,Olympia,United States
"Lalibela 1000, Ethiopia",Mind Blowing,Olympia,"December 22, 2017",2014-03-30,2014,3,30,-122.9006951,47.0378741,Olympia,United States
"Lalibela 1000, Ethiopia",Church of St George,"Halesowen, United Kingdom","December 22, 2017",2014-03-25,2014,3,25,-2.050526,52.449845,Halesowen,United Kingdom
"Lalibela 1000, Ethiopia",Hard walking at 8000 feet,"Glen Davis, Australia","December 22, 2017",2014-03-19,2014,3,19,150.1459625,-33.121809,Glen Davis,Australia
"Lalibela 1000, Ethiopia",early morning visits recomended,"Reading, United Kingdom","December 22, 2017",2014-03-09,2014,3,9,-0.9781303,51.4542645,Reading,United Kingdom
"Lalibela 1000, Ethiopia",Churches of lalibela,"Ipswich, United Kingdom","December 22, 2017",2014-03-03,2014,3,3,1.14822,52.056736,Ipswich,United Kingdom
"Lalibela 1000, Ethiopia",unique,jerusalem,"December 22, 2017",2014-03-01,2014,3,1,35.21371,31.768319,Jerusalem,Israel
"Lalibela 1000, Ethiopia",fantastic,"Beijing, China","December 22, 2017",2014-03-01,2014,3,1,116.4073963,39.90419989999999,Beijing,China
"Lalibela 1000, Ethiopia",Worth the trip to Ethiopia,"Bicester, United Kingdom","December 22, 2017",2014-03-01,2014,3,1,-1.1535899,51.899603,Bicester,United Kingdom
"Lalibela 1000, Ethiopia",The churches in Ethiopia in general are not that impressive,"Brooklyn, New York","December 22, 2017",2014-03-01,2014,3,1,-73.9441579,40.6781784,NA,United States
"Lalibela 1000, Ethiopia",Lalibela churches- must see!,"Addis Ababa, Ethiopia","December 22, 2017",2014-02-26,2014,2,26,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Great tour,"Grand Prairie, Texas","December 22, 2017",2014-02-25,2014,2,25,-96.99778459999999,32.7459645,Grand Prairie,United States
"Lalibela 1000, Ethiopia",Well worth the ticket price,"Grand Prairie, Texas","December 22, 2017",2014-02-25,2014,2,25,-96.99778459999999,32.7459645,Grand Prairie,United States
"Lalibela 1000, Ethiopia",Very special,"Leiden, Zuid-Holland, Netherlands","December 22, 2017",2014-02-25,2014,2,25,4.4970097000000004,52.1601144,Leiden,Netherlands
"Lalibela 1000, Ethiopia",Stunning !,"London, United Kingdom","December 22, 2017",2014-02-24,2014,2,24,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Fabulous Location ... with Vast Ethiopia Tours,"McPherson, Kansas","December 22, 2017",2014-02-18,2014,2,18,-97.66420869999999,38.3708415,McPherson,United States
"Lalibela 1000, Ethiopia",Fascinating - I hope you like to hike and are sure footed,"Spokane, Washington","December 22, 2017",2014-02-14,2014,2,14,-117.4260465,47.6587802,Spokane,United States
"Lalibela 1000, Ethiopia",Breath taking!,"Portadown, United Kingdom","December 22, 2017",2014-02-13,2014,2,13,-6.4548387,54.4203331,Portadown,United Kingdom
"Lalibela 1000, Ethiopia",Must See Church,Sydney,"December 22, 2017",2014-02-09,2014,2,9,151.2092955,-33.8688197,Sydney,Australia
"Lalibela 1000, Ethiopia",You will not be disapointed,Exeter,"December 22, 2017",2014-02-06,2014,2,6,-3.533899,50.718412,Exeter,United Kingdom
"Lalibela 1000, Ethiopia",Better than the photos,Exeter,"December 22, 2017",2014-02-06,2014,2,6,-3.533899,50.718412,Exeter,United Kingdom
"Lalibela 1000, Ethiopia",Quick visit to all the Lalibela churches,"Colombo, Sri Lanka","December 22, 2017",2014-02-05,2014,2,5,79.861243,6.9270786,Colombo,Sri Lanka
"Lalibela 1000, Ethiopia",Ancient church,"Rochester, New York","December 22, 2017",2014-02-04,2014,2,4,-77.6088465,43.15657789999999,Rochester,United States
"Lalibela 1000, Ethiopia","Incredible, expensive and difficult to navigate. Totally worth it.","Winnipeg, Manitoba","December 22, 2017",2014-01-25,2014,1,25,-97.13837439999999,49.895136,Winnipeg,Canada
"Lalibela 1000, Ethiopia",Interesting experience,"New Delhi, India","December 22, 2017",2014-01-22,2014,1,22,77.2090212,28.6139391,New Delhi,India
"Lalibela 1000, Ethiopia",Visit late at night or in the early hours of the morning! Be sensitive and buy a white shawl.,"London, United Kingdom","December 22, 2017",2014-01-19,2014,1,19,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Very impressive and great guide,"Berlin, Germany","December 22, 2017",2014-01-14,2014,1,14,13.404954,52.52000659999999,Berlin,Germany
"Lalibela 1000, Ethiopia",Words fail to describe beauty of Bet Giorgis,"Addis Ababa, Ethiopia","December 22, 2017",2014-01-14,2014,1,14,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Magical,"Addis Ababa, Ethiopia","December 22, 2017",2014-01-12,2014,1,12,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Way too expensive for a family. We didn't go,"Melbourne, Australia","December 22, 2017",2014-01-10,2014,1,10,144.9630576,-37.8136276,Melbourne,Australia
"Lalibela 1000, Ethiopia",locals escape,bolton,"December 22, 2017",2014-01-08,2014,1,8,-72.4334173,41.7689878,Bolton,United States
"Lalibela 1000, Ethiopia","So many churches, so much detail in their build","Preston, United Kingdom","December 22, 2017",2014-01-08,2014,1,8,-2.70309,53.763201,Preston,United Kingdom
"Lalibela 1000, Ethiopia",Photos don't do it justice,"Preston, United Kingdom","December 22, 2017",2014-01-08,2014,1,8,-2.70309,53.763201,Preston,United Kingdom
"Lalibela 1000, Ethiopia",When history and religous mixed,"Kitchener, Canada","December 22, 2017",2014-01-06,2014,1,6,-80.48319169999999,43.450301,Kitchener,Canada
"Lalibela 1000, Ethiopia",Just wonderful. All we expected and more,"Shropshire,UK","December 22, 2017",2014-01-06,2014,1,6,-2.7417849,52.7063657,Shrewsbury,United Kingdom
"Lalibela 1000, Ethiopia","Church of Saint George, Lalibela Ethiopia",Seattle,"December 22, 2017",2014-01-05,2014,1,5,-122.3320708,47.6062095,Seattle,United States
"Lalibela 1000, Ethiopia",Hailemariam tours excellent,"Auckland, New Zealand","December 22, 2017",2014-01-02,2014,1,2,174.7633315,-36.8484597,Auckland,New Zealand
"Lalibela 1000, Ethiopia",Massively overpriced,Mussoorie,"December 22, 2017",2013-12-31,2013,12,31,78.06639779999999,30.4599099,Mussoorie,India
"Lalibela 1000, Ethiopia",A fantastic guide makes all the difference to your visit,"Dubai, United Arab Emirates","December 22, 2017",2013-12-27,2013,12,27,55.2707828,25.2048493,Dubai,United Arab Emirates
"Lalibela 1000, Ethiopia",One of the worlds most important sites,"Bristol, England, United Kingdom","December 22, 2017",2013-12-26,2013,12,26,-2.58791,51.454513,Bristol,United Kingdom
"Lalibela 1000, Ethiopia",one of the reasons we traveled to ethiopia,"Saranac Lake, Ny","December 22, 2017",2013-12-21,2013,12,21,-74.1312662,44.329496,Saranac Lake,United States
"Lalibela 1000, Ethiopia",Awe-inspiring,"Kenosha, Wisconsin","December 22, 2017",2013-12-21,2013,12,21,-87.82118539999999,42.5847425,Kenosha,United States
"Lalibela 1000, Ethiopia",Great guide for Lalibela,"Taos County, New Mexico","December 22, 2017",2013-12-16,2013,12,16,-105.5943388,36.4358718,El Prado,United States
"Lalibela 1000, Ethiopia",Pictures don't do it justice!,"Moscow, Russia","December 22, 2017",2013-12-15,2013,12,15,37.6172999,55.755826,Moskva,Russia
"Lalibela 1000, Ethiopia",The Jewel In Lalibela's Crown,"Dubai, United Arab Emirates","December 22, 2017",2013-12-15,2013,12,15,55.2707828,25.2048493,Dubai,United Arab Emirates
"Lalibela 1000, Ethiopia",Worth A Trip But Don't Have Wild Expectations,"Dubai, United Arab Emirates","December 22, 2017",2013-12-15,2013,12,15,55.2707828,25.2048493,Dubai,United Arab Emirates
"Lalibela 1000, Ethiopia",Below Ground Churches,"Dubbo, Australia","December 22, 2017",2013-12-11,2013,12,11,148.6329645,-32.2315018,Dubbo,Australia
"Lalibela 1000, Ethiopia",MUST SEE,"Washington DC, District of Columbia","December 22, 2017",2013-12-10,2013,12,10,-77.0368707,38.9071923,Washington,United States
"Lalibela 1000, Ethiopia",Stunning,"Washington DC, District of Columbia","December 22, 2017",2013-12-10,2013,12,10,-77.0368707,38.9071923,Washington,United States
"Lalibela 1000, Ethiopia","Rock Hewn Churches of Lalibela, Ethiopia","Los Angeles, California","December 22, 2017",2013-12-09,2013,12,9,-118.2436849,34.0522342,Los Angeles,United States
"Lalibela 1000, Ethiopia",One of the world's great sights,"Antwerp, Belgium","December 22, 2017",2013-12-08,2013,12,8,4.4024643,51.2194475,Antwerpen,Belgium
"Lalibela 1000, Ethiopia",A wonderful treat,"Zanzibar Island, Tanzania","December 22, 2017",2013-12-07,2013,12,7,39.3621196,-6.135729500000001,Zanzibar City,Tanzania
"Lalibela 1000, Ethiopia",What a Magnificent Work,"Zanzibar Island, Tanzania","December 22, 2017",2013-12-07,2013,12,7,39.3621196,-6.135729500000001,Zanzibar City,Tanzania
"Lalibela 1000, Ethiopia",Breathtaking,"Toronto, Canada","December 22, 2017",2013-11-28,2013,11,28,-79.3831843,43.653226,Toronto,Canada
"Lalibela 1000, Ethiopia",Interesting Christian churches hewn from enormous boulders on the side of a hill,Chicago,"December 22, 2017",2013-11-27,2013,11,27,-87.6297982,41.8781136,Chicago,United States
"Lalibela 1000, Ethiopia","Moving combination of history, art and spirituality","Cape Town Central, South Africa","December 22, 2017",2013-11-27,2013,11,27,18.380762,-33.9528277,Cape Town,South Africa
"Lalibela 1000, Ethiopia",Worth seeing - really special,"Washington DC, District of Columbia","December 22, 2017",2013-11-21,2013,11,21,-77.0368707,38.9071923,Washington,United States
"Lalibela 1000, Ethiopia",Breathtaking Landscape,"Cloverdale, California","December 22, 2017",2013-11-21,2013,11,21,-123.0172227,38.8054624,Cloverdale,United States
"Lalibela 1000, Ethiopia",One of the most beautiful things on earth!,"Sao Paulo, SP","December 22, 2017",2013-11-09,2013,11,9,-46.63330939999999,-23.5505199,São Paulo,Brazil
"Lalibela 1000, Ethiopia",Churches of Lalibela,"Hasselt, Belgium","December 22, 2017",2013-11-09,2013,11,9,5.3324799999999994,50.93069,Hasselt,Belgium
"Lalibela 1000, Ethiopia",An incredible side but completely over priced!,"The Hague, The Netherlands","December 22, 2017",2013-11-04,2013,11,4,4.3006999,52.0704978,Den Haag,Netherlands
"Lalibela 1000, Ethiopia",Fantastic guide in Lalibela,London,"December 22, 2017",2013-10-31,2013,10,31,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",the WOW experience but incredibly over-priced!,"Madrid, Spain","December 22, 2017",2013-10-28,2013,10,28,-3.7037902,40.4167754,Madrid,Spain
"Lalibela 1000, Ethiopia",Awesome!,"Winnipeg, Canada","December 22, 2017",2013-10-27,2013,10,27,-97.13837439999999,49.895136,Winnipeg,Canada
"Lalibela 1000, Ethiopia",Oh What A Place,"Glasgow, United Kingdom","December 22, 2017",2013-10-26,2013,10,26,-4.251806,55.864237,Glasgow,United Kingdom
"Lalibela 1000, Ethiopia",Amazing,"East Sussex, United Kingdom","December 22, 2017",2013-10-24,2013,10,24,0.2494235,50.908596,NA,United Kingdom
"Lalibela 1000, Ethiopia","Awesome, but costly given 50USD entrance fee","Ottawa, Canada","December 22, 2017",2013-10-13,2013,10,13,-75.69719309999999,45.4215296,Ottawa,Canada
"Lalibela 1000, Ethiopia","Awesome, but costly given 50USD entrance fee","Ottawa, Canada","December 22, 2017",2013-10-13,2013,10,13,-75.69719309999999,45.4215296,Ottawa,Canada
"Lalibela 1000, Ethiopia",Incredible pieces of history!,"Margate, KwaZulu-Natal, South Africa","December 22, 2017",2013-10-11,2013,10,11,30.37237409999999,-30.8458684,Margate,South Africa
"Lalibela 1000, Ethiopia",Get a guide,Kent,"December 22, 2017",2013-10-10,2013,10,10,-81.3578859,41.1536674,Kent,United States
"Lalibela 1000, Ethiopia","Unique, bloody expensive","Cambridge, United Kingdom","December 22, 2017",2013-10-09,2013,10,9,0.121817,52.205337,Cambridge,United Kingdom
"Lalibela 1000, Ethiopia",Still pretty awesome,"Cambridge, United Kingdom","December 22, 2017",2013-10-09,2013,10,9,0.121817,52.205337,Cambridge,United Kingdom
"Lalibela 1000, Ethiopia",Amazing to imagine how they were dug out with basic tools,"Burgess Hill, United Kingdom","December 22, 2017",2013-10-08,2013,10,8,-0.128701,50.954469,Burgess Hill,United Kingdom
"Lalibela 1000, Ethiopia",Truly a world wonder,"Edmonton, Canada","December 22, 2017",2013-10-07,2013,10,7,-113.4909267,53.544389,Edmonton,Canada
"Lalibela 1000, Ethiopia",Living wonders,"Bergen, Norway","December 22, 2017",2013-10-06,2013,10,6,5.3220544,60.39126279999999,Bergen,Norway
"Lalibela 1000, Ethiopia",50 dollars entrance. Get a good guide (about extra 15 dollars per person),"London, England","December 22, 2017",2013-10-06,2013,10,6,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Great sights but entrance fee a little steep.,"Sydney, Australia","December 22, 2017",2013-10-05,2013,10,5,151.2092955,-33.8688197,Sydney,Australia
"Lalibela 1000, Ethiopia",Make sure your don't visit at pilgrim time.,"Sydney, Australia","December 22, 2017",2013-10-05,2013,10,5,151.2092955,-33.8688197,Sydney,Australia
"Lalibela 1000, Ethiopia",Bet Giorgis,"London, England, United Kingdom","December 22, 2017",2013-10-02,2013,10,2,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Churches of Lalibela,"London, England, United Kingdom","December 22, 2017",2013-10-02,2013,10,2,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia","Absolutely stunning church in Lalibela-A ""must see""!","Penn Valley, California","December 22, 2017",2013-10-01,2013,10,1,-121.1910659,39.196005,Penn Valley,United States
"Lalibela 1000, Ethiopia",Rock churches in Lalibela are historical gems!,"Penn Valley, California","December 22, 2017",2013-10-01,2013,10,1,-121.1910659,39.196005,Penn Valley,United States
"Lalibela 1000, Ethiopia","Beautiful City, Reliable Guide","Toronto, Canada","December 22, 2017",2013-10-01,2013,10,1,-79.3831843,43.653226,Toronto,Canada
"Lalibela 1000, Ethiopia","Its a real special place, remarkable it still looks and is in use as 800y ago",Trinidad and Tobago,"December 22, 2017",2013-09-30,2013,9,30,-61.222503,10.691803,NA,Trinidad and Tobago
"Lalibela 1000, Ethiopia",The eighth wonder of the world,"Espoo, Finland","December 22, 2017",2013-09-25,2013,9,25,24.6559,60.2054911,Espoo,Finland
"Lalibela 1000, Ethiopia",A great guide to the Churches of Lalibela,"Geneva, Switzerland","December 22, 2017",2013-09-24,2013,9,24,6.1431577,46.2043907,Genève,Switzerland
"Lalibela 1000, Ethiopia",unbelievable,"London, United Kingdom","December 22, 2017",2013-09-24,2013,9,24,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",wonderful,"Madrid, Spain","December 22, 2017",2013-09-23,2013,9,23,-3.7037902,40.4167754,Madrid,Spain
"Lalibela 1000, Ethiopia",heaven is there,"Melbourne, Australia","December 22, 2017",2013-09-22,2013,9,22,144.9630576,-37.8136276,Melbourne,Australia
"Lalibela 1000, Ethiopia","a must, plave of heaven","Melbourne, Australia","December 22, 2017",2013-09-22,2013,9,22,144.9630576,-37.8136276,Melbourne,Australia
"Lalibela 1000, Ethiopia",Worth the trip,worldwide,"December 22, 2017",2013-09-20,2013,9,20,-95.971261,36.153315,Tulsa,United States
"Lalibela 1000, Ethiopia",Excellent,"Addis Ababa, Ethiopia","December 22, 2017",2013-09-18,2013,9,18,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Great attraction but a pity about the harassment from the local children,"Addis Ababa, Ethiopia","December 22, 2017",2013-09-18,2013,9,18,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Absolutely Amazing - But Bring Extra Socks!,"Santo Domingo, Dominican Republic","December 22, 2017",2013-09-05,2013,9,5,-69.93121169999999,18.4860575,Santo Domingo,Dominican Republic
"Lalibela 1000, Ethiopia",Awe and Mystique Inspiring,"Cape Town Central, South Africa","December 22, 2017",2013-09-03,2013,9,3,18.380762,-33.9528277,Cape Town,South Africa
"Lalibela 1000, Ethiopia",Inspiring,London,"December 22, 2017",2013-08-25,2013,8,25,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Fabulous!,"Toronto, Canada","December 22, 2017",2013-08-24,2013,8,24,-79.3831843,43.653226,Toronto,Canada
"Lalibela 1000, Ethiopia",Fabulous,"Toronto, Canada","December 22, 2017",2013-08-24,2013,8,24,-79.3831843,43.653226,Toronto,Canada
"Lalibela 1000, Ethiopia",African petra !,"Addis Ababa, Ethiopia","December 22, 2017",2013-08-07,2013,8,7,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",African petra !,"Addis Ababa, Ethiopia","December 22, 2017",2013-08-07,2013,8,7,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Amazing stories and local experience,Lalibela,"December 22, 2017",2013-08-02,2013,8,2,39.0476298,12.0308987,Lalibela,Ethiopia
"Lalibela 1000, Ethiopia",Whole day exploring many churches,"Coffs Harbour, Australia","December 22, 2017",2013-08-02,2013,8,2,153.1093922,-30.298612,Coffs Harbour,Australia
"Lalibela 1000, Ethiopia",Amazing!,"Kuala Lumpur, Malaysia","December 22, 2017",2013-08-01,2013,8,1,101.686855,3.139003,Kuala Lumpur,Malaysia
"Lalibela 1000, Ethiopia",Rock hewn churches,"Ramstein-Miesenbach, Germany","December 22, 2017",2013-07-30,2013,7,30,7.554540399999999,49.445759,Ramstein-Miesenbach,Germany
"Lalibela 1000, Ethiopia",Breathtaking old churches,"Addis Abeba, Ethiopia","December 22, 2017",2013-07-29,2013,7,29,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",St. Georgis and other Churches in Lalibela,"Addis Abeba, Ethiopia","December 22, 2017",2013-07-29,2013,7,29,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Lives up to high expectations,Liverpool,"December 22, 2017",2013-07-23,2013,7,23,-76.21770459999999,43.106456,Liverpool,United States
"Lalibela 1000, Ethiopia",An otherworldly experience,"Stockholm, Sweden","December 22, 2017",2013-07-11,2013,7,11,18.0685808,59.32932349999999,Stockholm,Sweden
"Lalibela 1000, Ethiopia",Churches of Lalibela,London,"December 22, 2017",2013-07-06,2013,7,6,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",St George church Lalibela,London,"December 22, 2017",2013-07-06,2013,7,6,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Heavily overprized,"Frankfurt, Germany","December 22, 2017",2013-07-01,2013,7,1,8.6821267,50.1109221,Frankfurt am Main,Germany
"Lalibela 1000, Ethiopia",Amazing,Australia,"December 22, 2017",2013-06-28,2013,6,28,133.775136,-25.274398,Ghan,Australia
